record_id,rag,rag_role,authority_tier,category,jurisdiction,domain,document_type,document_title,source_url,chunk_index,text,content_hash,source_corpus
RAG2-00011,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,10,"enous medicine.
5
The Biological Diversity Act, 2002
CHAPTER - III
National Biodiversity Authority
Establishment of National Biodiversity Authority
8. (1) With effect from such date as the Central Government may, by notification in
the Official Gazette, appoint, there shall be established by the Central
Government for the purposes of this Act, a body to be called the National
Biodiversity Authority.
(2) The National Biodiversity Authority shall be a body corporate by the name
aforesaid, having perpetual succession and a common seal, with power to acquire,
hold and dispose of property, both movable and immovable, and to contract,
and shall by the said name sue and be sued.
(3) The head office of the National Biodiversity Authority shall be at Central and
the National Biodiversity Authority may, with the previous approval of the
Central Government, establish offices at other places in India.
(4) The National Biodiversity Authority shall consist of the following members,
(a) a Chairperson, who shall be an eminent person having adequate knowledge
and experience in the conservation and sustainable use of biological
diversity and in matters relating to equitable sharing of benefits, to b",bcb40c85bbb3ccd01157a0a674324dd9bffe8474cd1fc2709b48ee58099d441e,ayurvedic_corpus.csv
RAG2-00012,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,11,"nowledge
and experience in the conservation and sustainable use of biological
diversity and in matters relating to equitable sharing of benefits, to be
appointed by the Central Government;
(b) three ex officio members to be appointed by the Central Government,
one representing the Ministry dealing with Tribal Affairs and two
representing the Ministry dealing with Environment and Forests of whom
one shall be the Additional Director General of Forests or the Director
General of Forests;
(c) seven ex officio members to be appointed by the Central Government to
represent respectively the Ministries of the Central Government dealing
with -
(cid:129) Agricultural Research and Education;
(cid:129) Biotechnology;
(cid:129) Ocean Development;
(cid:129) Agriculture and Cooperation;
(cid:129) Indian Systems of Medicine and Homeopathy;
(cid:129) Science and Technology;
(cid:129) Scientific and Industrial Research;
6
The Biological Diversity Act, 2002
(d) five non official members to be appointed from amongst specialists and
scientists having special knowledge of, or experience in, matters relating
to conservation of biological diversity, sustainable use of biological
resources and equitable sh",e2d504317b2ea481a8b3ec6ecc70db8d8ae509f40a06f1d41cdfdd457c4d7846,ayurvedic_corpus.csv
RAG2-00013,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,12,"ial knowledge of, or experience in, matters relating
to conservation of biological diversity, sustainable use of biological
resources and equitable sharing of benefits arising out of the use of
biological resources, representatives of industry, conservers, creators and
knowledge holders of biological resources.
Conditions of service of Chairperson and members
9. The term of office and conditions of service of the Chairperson and the other members
other than ex officio members of the National Biodiversity Authority shall be such as
may be prescribed by the Central Government.
Chairperson to be Chief Executive of National Biodiversity Authority
10. The Chairperson shall be the Chief Executive of the National Biodiversity Authority
and shall exercise such powers and perform such duties, as may be prescribed.
Removal of members
11. The Central Government may remove from the National Biodiversity Authority any
member who, in its opinion, has-
(cid:129) been adjudged as an insolvent; or -
(cid:129) been convicted of an offence which involves moral turpitude; or
(cid:129) become physically or mentally incapable of acting as a member; or
(cid:129) so abused his position as to render his co",9df17632dba2364b0868114f5758f161d9f797b941c1606ad1050be9b1af3d16,ayurvedic_corpus.csv
RAG2-00014,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,13,"s moral turpitude; or
(cid:129) become physically or mentally incapable of acting as a member; or
(cid:129) so abused his position as to render his continuance in office detrimental to the
public interest; or
(cid:129) acquired such financial or other interest as is likely to affect prejudicially his
functions as a member.
Meetings of National Biodiversity Authority
12. (1) The National Biodiversity Authority shall meet at such time and place and shall
observe such rules of procedure in regard to the transaction of business at its
meetings (including the quorum at its meetings) as may be prescribed.
(2) The Chairperson of the National Biodiversity Authority shall preside at the
meetings of the National Biodiversity Authority.
(3) If for any reason the Chairperson is unable to attend any meeting of the National
Biodiversity Authority, any member of the National Biodiversity Authority
chosen by the members present at the meeting shall preside at the meeting.
7
The Biological Diversity Act, 2002
(4) All questions which come before any meeting of the National Biodiversity
Authority shall be decided by a majority of votes of the members present and
voting and in the event of equality of",066631cc23137ff1246151d6de118391a4af4834f379b0c679b99091a301df5e,ayurvedic_corpus.csv
RAG2-00015,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,14,"eting of the National Biodiversity
Authority shall be decided by a majority of votes of the members present and
voting and in the event of equality of votes, the Chairperson or, in his absence,
the person presiding, shall have and exercise a second or casting vote.
(5) Every member who is in any way, whether directly, indirectly or personally,
concerned or interested in a matter to be decided at the meeting shall disclose
the nature of his concern or interest and after such disclosure, the member
concerned or interested shall not attend that meeting.
(6) No act or proceeding of the National Biodiversity Authority shall be invalidated
merely by reason of-
(a) any vacancy in, or any defect in the constitution of, the National
Biodiversity Authority; or
(b) any defect in the appointment of a person acting as a member; or
(c) any irregularity in the procedure of the National Biodiversity Authority
not affecting the merits of the case.
Committees of National Biodiversity Authority
13. (1) The National Biodiversity Authority may constitute a committee to deal with
agro biodiversity. Explanation - For the purposes of this sub section, “agro
biodiversity” means biological diversity, of agr",d7670344c15eb2eafb7c4646d42e1e981a76d188df5371a7a7bc5af6f25f1fea,ayurvedic_corpus.csv
RAG2-00016,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,15,"a committee to deal with
agro biodiversity. Explanation - For the purposes of this sub section, “agro
biodiversity” means biological diversity, of agriculture related species and their
wild relatives.
(2) Without prejudice to the provisions of sub section (1), the National Biodiversity
Authority may constitute such number of committees as it deems fit for the
efficient discharge of its duties and performance-of its functions under this Act.
(3) A committee constituted under this section shall co-opt such number of persons,
who are not the members of the National Biodiversity Authority, as it may
think fit and the persons so co opted shall have the right to attend the meetings
of the committee and take part in its proceedings but shall not have the right to
vote.
(4) The persons appointed as members of the committee under sub section (2)
shall be entitled to receive such allowances or fees for attending the meetings
of the committee as may be fixed by the Central Government.
Officers and employees of National Biodiversity Authority
14. (1) The National Biodiversity Authority may appoint such officers and other
employees as it considers necessary for the efficient discharge of its fu",bcaac0bf825fddb19afb2ba563a82ad5a7207ef816beed43904de3b87a3e284c,ayurvedic_corpus.csv
RAG2-00017,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,16,"(1) The National Biodiversity Authority may appoint such officers and other
employees as it considers necessary for the efficient discharge of its functions
under this Act.
8
The Biological Diversity Act, 2002
(2) The terms and conditions of service of such officers and other employees of the
National Biodiversity Authority shall be such as may be specified by regulations.
Authentication of orders and decisions of National Biodiversity Authority
15. All orders and decisions of the National Biodiversity Authority shall be authenticated
by the signature of the Chairperson or any other member authorized by the National
Biodiversity Authority in this behalf and all other instruments executed by the National
Biodiversity Authority shall be authenticated by the signature of an officer of the
National Biodiversity Authority authorized by it in this behalf.
Delegation of Powers
16. The National Biodiversity Authority may, by general or special order in writing, delegate
to any member, officer of the National Biodiversity Authority or any other person
subject to such conditions, if any, as may be specified in the order, such of the powers
and functions under this Act (except the power to p",663de7d10011d809099aa6fde8aa9b1b85433f6de033b2dd0536439519b4c765,ayurvedic_corpus.csv
RAG2-00018,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,17,"er person
subject to such conditions, if any, as may be specified in the order, such of the powers
and functions under this Act (except the power to prefer an appeal under section 50
and the power to make regulations under section 64) as it may deem necessary.
Expenses of National Biodiversity Authority to be defrayed out of the Consolidated Fund
of India
17. The salaries and allowances payable to the members and the administrative expenses
of the National Biodiversity Authority including salaries, allowances and pension
payable to, or in respect of, the officers and other employees of the National Biodiversity
Authority shall be defrayed out of the Consolidated Fund of India.
CHAPTER-IV
Functions and Powers of the National Biodiversity Authority
Functions and Powers of the National Biodiversity Authority
18. (1) It shall be the duty of the National Biodiversity Authority to regulate activities
referred to in sections 3, 4 and 6 and by regulations issue guidelines for access
to biological resources and for fair and equitable benefit sharing.
(2) The National Biodiversity Authority may grant approval for undertaking any
activity referred to in sections 3, 4 and 6.
(3) The National B",dabd73086bc0c1b6eaf70b1633ac55a0ebbf89ecfa2bc3530d3c97ceea7d15a5,ayurvedic_corpus.csv
RAG2-00019,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,18,"haring.
(2) The National Biodiversity Authority may grant approval for undertaking any
activity referred to in sections 3, 4 and 6.
(3) The National Biodiversity Authority may-
(a) advise the Central Government on matters relating to the conservation of
biodiversity, sustainable use of its components and equitable sharing of
benefits arising out of the utilization of biological resources;
9
The Biological Diversity Act, 2002
(b) advise the State Governments in the selection of areas of biodiversity
importance to be notified under sub section (1) of section 37 as heritage
sites and measures for the management of such heritage sites;
(c) perform such other functions as may be necessary to carry out the
provisions of this Act.
(4) The National Biodiversity Authority may, on behalf of the Central Government,
take any measures necessary to oppose the grant of intellectual property rights
in any country outside India on any biological resource obtained from India or
knowledge associated with such biological resource which is derived from India.
CHAPTER-V
Approval by National Biodiversity Authority for undertaking
certain activities
Approval by National Biodiversity Authority for undertaking certain activities
19.",446541952c2bc319b2c318ad1a4f0f863eb9f2e4bb657a013026074ce5b5d881,ayurvedic_corpus.csv
RAG2-00020,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,19,"National Biodiversity Authority for undertaking
certain activities
Approval by National Biodiversity Authority for undertaking certain activities
19. (1) Any person referred. to in sub section (2) of section 3 who intends to obtain any
biological resource occurring in India or knowledge associated thereto for
research or for commercial utilization or for bio survey and bio utilization or
transfer the results of any research relating to biological resources occurring in,
or obtained from, India, shall make application in such form and payment of
such fees as may be prescribed, to the National Biodiversity Authority.
(2) Any person who intends to apply for a patent or any other form of intellectual
property protection whether in India or outside India referred to in sub section
(1) of section 6, may make an application in such form and in such manner as
may be prescribed to the National Biodiversity Authority.
(3) On receipt of an application under sub section (1) or sub section (2), the National
Biodiversity Authority may, after making such enquiries as it may deem fit and
if necessary after consulting an expert committee constituted for this purpose,
by order, grant approval subje",851cb79462d8464705c904807bd39bc8da5fb86ad97fded4dad356357cab0569,ayurvedic_corpus.csv
RAG2-00021,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,20,"g such enquiries as it may deem fit and
if necessary after consulting an expert committee constituted for this purpose,
by order, grant approval subject to any regulations made in this behalf and
subject to such terms and conditions as it may deem fit, including the imposition
of charges by way of royalty or for reasons to be recorded in writing, reject the
application:
Provided that no such order for rejection shall be made without giving an
opportunity of being heard to the person affected.
(4) The National Biodiversity Authority shall give public notice of every approval
granted by it under this section.
10
The Biological Diversity Act, 2002
Transfer of biological resource or knowledge
20. (1) No person who has been granted approval under section 19 shall transfer any
biological resource or knowledge associated thereto which is the subject matter
of the said approval except with the permission of the National Biodiversity
Authority.
(2) Any person who intends to transfer any biological resource or knowledge
associated thereto referred to in sub section (1) shall make an application in
such form and in such manner as may be prescribed to the National Biodiversity
Authority.
(3) O",68a20e7b6cfec83ff48d4b8749f2ce0fc17056e8df83f777ceb9be4ca3c8c1e6,ayurvedic_corpus.csv
RAG2-00022,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,21,"red to in sub section (1) shall make an application in
such form and in such manner as may be prescribed to the National Biodiversity
Authority.
(3) On receipt of an application under sub section (2), the National Biodiversity
Authority may, after making such enquiries as it may deem fit and if necessary
after consulting an expert committee constituted for this purpose, by order,
grant approval subject to such terms and conditions as it may deem fit, including
the imposition of charges by way of royalty or for reasons to be recorded in
writing, reject the application:
Provided that no such order for rejection shall be made without giving an
opportunity of being heard to the person affected.
(4) The National Biodiversity Authority shall give public notice of every approval
granted by it under this section.
Determination of equitable benefit sharing by National Biodiversity Authority
21. (1) The National Biodiversity Authority shall while granting approvals under section
19 or section 20 ensure that the terms and conditions subject to which approval
is granted secures equitable sharing of benefits arising out of the use of accessed
biological resources, their by products, innovations",2f2d8de2f0ca886aeef6d8e51289b9b5982ab4d04cbe946e35d1477520bb8080,ayurvedic_corpus.csv
RAG2-00023,RAG2,legal_regulatory_evidence,source_document,biodiversity_act,INDIA,BIODIVERSITY_ABS,STATUTE,"Biological Diversity Act 2002, from FAOLEX (FAO's own UN legal database - avoids NBA's unreliable server)",https://faolex.fao.org/docs/pdf/ind40698.pdf,22,"hich approval
is granted secures equitable sharing of benefits arising out of the use of accessed
biological resources, their by products, innovations and practices associated
with their use and applications and knowledge relating thereto in accordance
with mutually agreed terms and conditions between the person applying for
such approval, local bodies concerned and the benefit claimers.
(2) The National Biodiversity Authority shall, subject to any regulations made in
this behalf, determine the benefit sharing which shall be given effect in all or
any of the following manner, namely:
(cid:129) grant of joint ownership of intellectual property rights to the National
Biodiversity Authority, or where benefit claimers are identified, to such
benefit claimers;
(cid:129) transfer of technology;
(cid:129) location of production, research and development units in such areas
which will facilitate better living standards to the benefit claimers;
11
The Biological Diversity Act, 2002
(cid:129) association of Indian scientists, benefit claimers and the local people
with research and development in biological resources and bio survey
and blo utilization;
(cid:129) setting up of venture capital",bdbefc7984e3e89dcdd559fcc1c148710ac87bf197ea99c67baf97e5aacf6932,ayurvedic_corpus.csv
